1,997,18,649,2
2,808,5,200,2
3,245,16,147,52
4,842,12,892,18
5,487,18,314,15
6,68,17,570,505
7,105,0,747,681
8,276,8,166,84
9,714,8,585,115
10,997,8,942,726
11,102,6,228,49
12,560,11,330,288
13,81,7,1019,507
14,413,4,283,233
15,648,13,92,39
16,984,8,949,344
17,597,12,280,206
18,110,9,895,550
19,34,10,698,124
20,135,17,791,62
21,786,11,526,297
22,955,16,312,280
23,876,13,988,758
24,175,13,1013,822
25,681,13,747,478
26,575,4,141,111
27,395,4,72,23
28,459,14,159,85
29,550,19,327,106
30,124,7,845,393
31,97,10,470,33
32,381,2,394,380
33,131,8,158,82
34,828,16,901,599
35,88,0,915,749
36,752,6,894,30
37,418,17,505,171
38,882,17,446,147
39,370,3,823,300
40,366,9,512,337
41,798,4,309,266
42,641,11,180,4
43,506,11,311,133
44,250,0,464,289
45,386,19,513,163
46,522,0,967,382
47,467,4,122,96
48,694,4,572,60
49,359,9,803,38
50,361,19,813,341
51,15,4,335,208
52,284,9,866,393
53,40,12,858,109
54,648,18,844,422
55,713,10,1028,622
56,992,12,904,703
57,33,11,469,324
58,386,4,164,63
59,915,3,152,0
60,84,17,902,472
61,698,17,122,109
62,232,9,178,85
63,895,16,705,598
64,882,13,450,68
65,824,7,255,197
66,374,8,405,176
67,336,1,461,148
68,612,16,610,156
69,268,1,122,65
70,622,3,308,165
71,945,14,244,66
72,822,14,829,576
73,49,8,652,20
74,570,9,964,0
75,637,17,868,149
76,258,5,849,330
77,537,4,529,51
78,158,4,246,6
79,692,9,386,72
80,274,0,253,146
81,735,14,361,145
82,459,16,798,590
83,11,19,599,69
84,728,1,575,468
85,909,18,857,409
86,36,10,476,353
87,252,8,799,756
88,960,8,326,63
89,903,9,481,168
90,467,17,421,390
91,496,11,202,10
92,739,4,393,24
93,565,4,1023,845
94,947,7,258,145
95,211,7,190,146
96,613,11,389,198
97,883,14,369,12
98,119,12,935,875
99,472,6,242,129
100,376,6,729,689
101,756,1,118,26
102,265,8,892,618
103,920,2,92,5
104,413,0,748,535
105,2,16,301,205
106,771,4,343,199
107,30,15,155,25
108,313,14,293,134
109,727,9,204,33
110,776,9,487,284
111,380,14,717,37
112,964,5,1049,156
113,702,15,448,247
114,907,3,273,220
115,438,18,1033,156
116,939,18,447,373
117,753,16,674,320
118,949,14,741,235
119,213,13,892,711
120,150,8,935,849
121,387,8,88,18
122,370,11,937,405
123,284,4,103,85
124,281,4,685,278
125,46,11,887,585
126,229,2,236,97
127,262,14,366,187
128,695,15,906,653
129,357,2,1046,161
130,286,5,788,708
131,69,16,730,403
132,425,13,202,57
133,19,1,357,112
134,210,10,679,202
135,396,2,543,29
136,491,14,654,564
137,161,17,273,129
138,842,12,580,389
139,957,18,869,768
140,494,12,570,216
141,579,18,273,97
142,905,6,418,13
143,658,7,234,186
144,445,15,295,14
145,283,17,643,629
146,241,1,1023,502
147,199,6,989,355
148,68,15,978,92
149,323,11,1046,463
150,126,2,97,35
151,373,8,140,70
152,227,4,545,347
153,654,3,241,58
154,985,5,776,251
155,255,1,614,418
156,518,12,100,94
157,574,11,785,236
158,477,10,393,172
159,136,5,457,125
160,287,10,1033,706
161,502,10,878,41
162,908,14,91,46
163,826,10,755,145
164,481,16,894,256
165,744,2,198,71
166,537,5,188,145
167,407,7,508,261
168,247,9,794,762
169,671,2,383,106
170,495,4,508,135
171,211,13,378,201
172,490,3,779,421
173,62,4,304,176
174,176,12,720,505
175,511,13,338,300
176,629,1,72,25
177,926,8,536,410
178,766,17,839,301
179,654,18,916,602
180,795,12,335,4
181,971,14,764,331
182,348,15,624,285
183,123,19,551,506
184,830,6,895,854
185,431,7,1012,307
186,29,7,857,847
187,424,10,256,80
188,761,5,334,196
189,436,15,534,205
190,323,2,656,215
191,56,13,758,466
192,382,19,899,512
193,509,7,440,299
194,152,7,916,789
195,229,4,576,171
196,984,8,100,72
197,380,19,81,68
198,447,8,796,200
199,49,4,460,59
200,449,1,392,324
201,340,0,944,287
202,699,17,990,565
203,607,1,304,148
204,684,2,742,144
205,567,3,170,119
206,934,2,193,167
207,98,3,884,598
208,859,16,907,273
209,769,7,615,230
210,810,13,930,765
211,236,3,182,87
212,825,15,766,80
213,322,14,1021,73
214,242,12,81,21
215,848,6,484,442
216,184,3,287,43
217,159,3,882,597
218,960,2,252,10
219,984,0,948,306
220,971,14,218,120
221,856,4,629,391
222,480,2,490,468
223,54,2,461,124
224,652,8,728,36
225,418,8,117,111
226,283,17,929,855
227,174,19,623,133
228,349,4,901,178
229,214,1,407,25
230,52,12,143,116
231,633,6,366,220
232,698,17,594,310
233,903,19,883,768
234,877,14,275,169
235,122,9,410,188
236,357,5,771,179
237,527,10,95,4
238,970,17,868,62
239,316,6,177,155
240,56,15,129,61
241,657,19,553,192
242,108,17,736,730
243,825,1,122,31
244,29,13,656,611
245,352,6,936,458
246,470,14,373,47
247,836,6,939,321
248,184,13,817,594
249,125,16,563,378
250,2,6,1002,449
251,158,19,243,56
252,195,8,369,244
253,556,13,127,68
254,235,15,822,581
255,643,19,295,12
256,535,9,62,21
257,790,2,796,24
258,804,12,903,615
259,342,3,272,166
260,705,17,864,793
261,583,19,472,313
262,279,12,780,8
263,528,8,979,414
264,162,13,1037,301
265,401,6,737,330
266,350,16,162,156
267,452,10,878,246
268,180,9,667,223
269,382,1,478,171
270,780,16,953,562
271,580,13,440,132
272,859,2,89,74
273,824,19,1030,318
274,60,6,927,629
275,12,6,456,209
276,592,0,341,148
277,596,18,790,700
278,584,13,547,196
279,765,10,733,351
280,247,0,614,299
281,378,1,1046,819
282,106,1,523,119
283,283,18,148,4
284,473,2,1002,282
285,773,19,876,485
286,597,13,341,87
287,727,4,52,8
288,794,15,1008,276
289,728,0,638,603
290,196,19,1024,274
291,108,11,188,66
292,91,11,862,246
293,6,2,347,280
294,608,5,395,170
295,605,10,954,22
296,776,2,451,323
297,793,13,177,135
298,182,6,948,503
299,684,15,844,694
300,306,10,590,327
301,954,5,776,543
302,598,0,1001,486
303,683,9,754,663
304,772,10,52,4
305,502,11,372,65
306,819,19,170,118
307,830,13,930,200
308,210,8,52,3
309,878,11,254,21
310,57,16,964,273
311,510,19,841,82
312,452,7,61,15
313,45,19,1019,47
314,337,14,1014,709
315,718,9,471,235
316,926,9,694,412
317,645,17,154,38
318,790,15,550,405
319,737,18,875,102
320,3,9,1044,544
321,849,19,418,225
322,170,18,52,35
323,625,16,498,353
324,604,16,774,524
325,692,18,816,619
326,977,18,405,32
327,432,2,251,240
328,740,11,820,398
329,983,13,596,234
330,971,5,592,512
331,26,0,981,156
332,622,7,354,61
333,718,10,492,174
334,941,4,316,198
335,928,13,694,611
336,12,3,65,35
337,242,12,790,602
338,841,9,231,131
339,14,12,949,406
340,529,8,142,93
341,279,1,681,513
342,944,3,239,150
343,565,5,872,0
344,40,3,447,372
345,359,13,211,38
346,718,19,107,89
347,280,5,998,518
348,954,4,1028,256
349,764,12,148,11
350,693,1,938,4
351,433,1,140,75
352,642,16,138,0
353,601,10,761,375
354,407,15,970,934
355,732,1,1027,457
356,595,7,193,49
357,320,14,904,90
358,511,15,122,57
359,483,13,903,644
360,959,5,87,29
361,788,6,393,47
362,56,8,775,770
363,311,15,81,22
364,841,16,194,79
365,168,15,58,52
366,171,17,305,158
367,340,14,157,137
368,3,8,1017,447
369,293,14,898,444
370,269,19,278,199
371,28,15,59,21
372,0,5,674,476
373,455,3,278,240
374,214,11,469,166
375,370,7,353,181
376,906,15,1019,217
377,975,11,270,188
378,81,8,91,71
379,744,1,70,18
380,676,12,764,21
381,553,19,288,39
382,746,0,625,266
383,96,8,984,530
384,0,11,395,227
385,583,6,610,463
386,106,11,155,103
387,334,18,582,201
388,408,18,887,739
389,603,14,163,153
390,788,5,104,18
391,99,5,302,130
392,240,12,212,0
393,904,2,97,2
394,299,0,600,272
395,834,9,287,170
396,642,10,868,552
397,88,16,307,144
398,520,6,593,137
399,334,15,646,453
400,168,13,283,195
401,214,16,656,487
402,895,14,808,507
403,385,3,172,39
404,365,6,296,173
405,957,14,694,482
406,354,3,469,302
407,574,5,965,351
408,395,4,506,348
409,238,19,347,9
410,212,10,502,402
411,335,6,882,150
412,836,4,488,348
413,293,19,374,85
414,94,0,177,119
415,30,11,999,557
416,612,3,223,200
417,923,19,925,794
418,484,8,726,165
419,14,12,836,203
420,285,1,854,789
421,364,15,848,237
422,864,0,626,600
423,282,10,135,101
424,144,11,637,203
425,634,12,411,177
426,292,16,356,318
427,212,5,975,174
428,226,9,1016,234
429,927,18,871,413
430,995,12,75,68
431,447,13,802,347
432,428,15,247,225
433,198,10,1009,270
434,192,17,476,415
435,909,19,263,11
436,104,7,185,32
437,905,1,1008,933
438,109,16,352,74
439,112,16,124,26
440,202,5,60,42
441,963,14,627,541
442,692,1,347,156
443,284,12,591,82
444,539,13,773,238
445,679,11,271,52
446,968,4,613,345
447,938,19,648,269
448,111,7,333,115
449,134,7,860,794
450,860,6,603,27
451,413,3,556,20
452,799,5,1033,614
453,452,12,263,35
454,234,11,1022,861
455,840,3,267,76
456,71,6,631,461
457,154,14,688,625
458,92,17,274,111
459,757,12,746,485
460,400,8,327,208
461,116,17,653,573
462,173,7,679,430
463,246,3,1040,355
464,398,6,1007,272
465,444,10,301,103
466,216,9,83,57
467,167,4,844,643
468,42,1,917,270
469,308,17,853,422
470,30,18,469,310
471,417,15,157,66
472,407,19,367,198
473,591,14,909,7
474,291,12,346,159
475,448,2,375,166
476,449,14,541,183
477,255,8,82,79
478,1,12,506,212
479,244,16,611,543
480,664,0,149,93
481,599,1,692,160
482,859,12,268,26
483,490,2,191,185
484,712,9,109,90
485,410,18,233,87
486,570,15,452,254
487,524,1,617,525
488,108,10,356,139
489,481,8,864,450
490,474,10,587,387
491,444,9,896,134
492,485,15,128,20
493,336,8,62,11
494,397,5,70,48
495,356,18,729,628
496,830,17,720,328
497,369,1,674,588
498,398,14,461,124
499,384,17,845,110
500,674,8,763,121
501,29,9,700,240
502,270,19,228,198
503,497,11,352,69
504,732,5,822,659
505,321,15,953,766
506,625,15,804,106
507,442,0,898,258
508,933,0,464,142
509,622,1,384,363
510,257,13,403,400
511,765,1,722,352
512,880,17,624,123
513,783,15,359,202
514,608,2,222,163
515,198,14,452,389
516,112,10,821,286
517,503,0,1038,755
518,865,11,605,383
519,295,3,802,579
520,527,19,676,10
521,199,15,1041,918
522,23,0,230,161
523,937,5,351,68
524,400,15,260,21
525,946,11,1001,469
526,220,9,112,58
527,424,5,772,691
528,405,17,77,2
529,740,17,547,283
530,394,18,936,580
531,759,7,951,509
532,129,15,507,91
533,461,13,502,104
534,780,18,743,104
535,254,8,1022,672
536,678,15,111,19
537,378,4,192,50
538,837,11,961,817
539,794,11,303,176
540,263,10,1021,794
541,572,19,808,734
542,135,7,222,175
543,677,19,378,140
544,894,19,238,129
545,254,1,741,178
546,124,18,939,546
547,505,2,196,120
548,910,15,470,439
549,682,15,349,154
550,335,0,217,206
551,936,6,309,190
552,337,15,510,442
553,75,7,726,668
554,330,2,1012,219
555,557,15,314,207
556,162,16,427,411
557,491,3,343,311
558,545,12,868,506
559,499,5,898,806
560,691,5,699,471
561,885,6,894,671
562,821,12,151,25
563,492,6,436,41
564,551,3,798,770
565,196,18,106,93
566,697,5,51,44
567,403,13,550,194
568,272,19,1034,405
569,625,18,834,163
570,448,16,1048,1020
571,82,7,687,574
572,352,5,317,265
573,944,9,979,771
574,811,9,315,289
575,539,5,301,276
576,571,5,54,16
577,59,12,541,196
578,566,17,83,20
579,9,2,359,260
580,339,17,579,206
581,260,19,110,37
582,155,17,663,6
583,487,1,82,14
584,610,13,595,339
585,29,19,404,129
586,84,16,556,537
587,896,8,727,149
588,378,1,604,378
589,835,16,567,20
590,181,5,418,330
591,940,5,186,135
592,471,17,853,145
593,70,11,779,552
594,567,14,352,107
595,752,8,92,1
596,355,3,556,260
597,993,4,1009,784
598,948,8,714,211
599,894,18,865,808
600,663,14,264,120
601,647,16,278,268
602,553,17,401,191
603,839,11,89,37
604,656,8,375,248
605,299,8,393,348
606,86,11,875,652
607,207,11,1003,155
608,943,4,592,513
609,582,11,520,443
610,679,13,453,440
611,969,7,835,10
612,742,0,1049,563
613,172,3,122,42
614,365,2,479,26
615,750,8,811,738
616,497,11,834,458
617,862,11,782,145
618,677,0,823,696
619,897,18,566,70
620,153,10,743,370
621,424,5,289,6
622,631,5,508,37
623,148,14,301,181
624,2,6,552,413
625,812,4,643,343
626,767,0,507,472
627,51,0,166,94
628,669,7,788,481
629,748,18,122,0
630,46,8,276,42
631,127,16,431,206
632,926,6,344,308
633,11,11,812,561
634,320,10,517,212
635,180,7,318,134
636,614,16,308,250
637,348,3,944,934
638,175,14,341,215
639,266,6,371,201
640,408,19,1013,491
641,32,19,781,275
642,638,18,802,273
643,911,1,363,139
644,776,14,115,100
645,59,19,569,465
646,607,5,1010,269
647,418,9,101,6
648,910,9,467,27
649,814,4,657,110
650,532,7,812,806
651,768,17,424,306
652,62,12,941,877
653,909,18,254,35
654,240,7,711,190
655,826,19,74,64
656,451,16,918,458
657,153,2,886,139
658,469,19,65,1
659,452,12,186,152
660,422,17,238,70
661,222,5,414,294
662,822,8,1024,783
663,383,2,422,414
664,786,15,211,205
665,238,2,437,180
666,430,4,812,244
667,574,4,293,124
668,498,16,1019,72
669,163,3,923,200
670,911,10,514,35
671,884,10,605,35
672,585,15,453,444
673,296,3,597,139
674,788,3,537,526
675,659,19,213,17
676,200,2,559,1
677,176,0,362,166
678,670,11,223,150
679,349,5,66,4
680,74,4,423,345
681,644,9,512,240
682,121,12,916,426
683,6,16,741,425
684,522,15,85,51
685,864,16,750,379
686,335,16,789,6
687,711,13,794,786
688,98,6,639,452
689,789,17,338,146
690,314,2,1009,253
691,3,12,601,263
692,5,6,499,43
693,599,8,492,213
694,389,13,1047,299
695,733,9,665,109
696,885,16,784,567
697,527,10,449,67
698,571,10,973,12
699,711,18,223,211
700,909,5,260,31
701,201,7,888,645
702,238,2,201,196
703,300,6,98,36
704,336,0,502,297
705,671,12,751,387
706,304,4,482,409
707,654,2,257,227
708,78,18,661,461
709,123,1,909,625
710,644,18,415,338
711,823,18,314,283
712,668,0,374,210
713,545,7,497,400
714,589,12,382,76
715,714,12,1036,295
716,764,10,320,215
717,57,11,360,305
718,132,19,446,349
719,778,15,381,108
720,128,8,1026,754
721,519,0,962,679
722,86,10,620,408
723,354,9,1011,470
724,251,0,419,63
725,270,0,133,80
726,171,7,288,20
727,714,9,510,266
728,271,10,488,193
729,23,6,727,269
730,934,5,424,86
731,279,16,131,111
732,215,2,393,38
733,974,8,199,181
734,595,10,91,8
735,330,10,1018,506
736,789,4,491,438
737,477,9,660,166
738,523,15,935,752
739,567,13,664,331
740,164,18,662,574
741,54,11,163,149
742,409,14,970,738
743,975,16,716,440
744,973,19,495,250
745,868,10,500,148
746,415,1,75,21
747,925,8,141,133
748,445,13,750,156
749,825,14,85,72
750,121,9,1033,535
751,380,6,617,234
752,125,19,720,674
753,792,8,1020,115
754,264,6,474,367
755,422,2,1047,550
756,336,3,509,429
757,987,12,512,366
758,510,5,308,249
759,702,17,125,100
760,431,12,658,150
761,838,15,615,404
762,120,17,678,260
763,469,2,906,123
764,455,0,87,46
765,17,9,305,283
766,878,19,695,662
767,96,11,540,359
768,961,18,130,126
769,433,11,715,257
770,492,5,421,360
771,31,12,129,19
772,503,3,169,52
773,806,17,739,224
774,724,10,63,56
775,710,10,753,702
776,69,4,227,114
777,389,1,250,83
778,96,11,826,342
779,215,5,433,23
780,732,9,494,469
781,687,5,924,60
782,907,17,662,564
783,100,1,793,412
784,568,15,152,53
785,503,0,312,300
786,0,11,961,933
787,665,0,310,294
788,626,18,649,629
789,351,16,198,156
790,57,15,338,197
791,472,17,671,449
792,606,7,487,412
793,18,0,99,66
794,112,1,151,98
795,114,9,1011,83
796,429,10,496,311
797,267,11,269,1
798,880,13,814,451
799,43,13,432,57
800,715,11,219,58
801,275,17,812,116
802,116,4,758,693
803,197,17,53,3
804,585,4,919,689
805,118,8,206,37
806,837,3,774,326
807,75,9,688,26
808,275,5,977,278
809,981,0,378,343
810,751,13,492,418
811,783,14,472,311
812,506,6,856,386
813,316,9,517,42
814,476,12,966,62
815,835,17,226,117
816,626,15,899,518
817,781,4,815,122
818,839,4,292,224
819,451,2,599,18
820,772,6,552,281
821,370,13,622,369
822,313,14,395,300
823,632,18,291,55
824,819,14,303,114
825,518,2,144,46
826,646,17,162,76
827,245,13,591,40
828,194,1,196,103
829,267,13,412,175
830,728,15,943,461
831,157,11,287,169
832,852,2,463,301
833,724,4,585,283
834,354,16,458,264
835,170,17,827,376
836,370,10,423,93
837,699,0,372,226
838,221,0,440,72
839,175,0,210,144
840,295,10,233,185
841,988,16,117,71
842,861,4,472,15
843,717,4,824,27
844,502,7,269,245
845,967,6,673,435
846,868,17,745,262
847,760,2,503,431
848,58,8,144,45
849,897,17,449,371
850,340,14,193,166
851,435,1,794,720
852,604,6,466,439
853,131,19,369,292
854,81,13,278,221
855,831,11,586,376
856,135,18,752,23
857,919,4,232,126
858,540,10,343,86
859,823,1,885,342
860,262,8,354,325
861,305,0,485,201
862,439,14,683,40
863,94,1,753,230
864,659,17,174,69
865,859,8,983,387
866,311,16,488,82
867,917,14,420,308
868,601,13,842,800
869,800,8,108,56
870,420,10,468,173
871,897,0,606,47
872,122,4,564,75
873,785,5,178,7
874,114,19,303,156
875,962,2,1004,484
876,457,12,460,277
877,337,3,896,186
878,82,9,134,83
879,244,10,757,263
880,248,9,680,135
881,292,15,181,51
882,40,17,784,590
883,417,0,144,126
884,522,18,582,269
885,826,1,758,88
886,7,17,740,3
887,540,9,252,131
888,393,10,1029,431
889,56,2,883,21
890,887,16,807,161
891,647,9,574,147
892,40,7,435,335
893,623,3,961,67
894,709,13,145,111
895,685,12,117,11
896,1,0,1031,792
897,89,15,512,379
898,434,8,625,465
899,943,12,199,126
900,895,11,927,507
901,930,8,638,358
902,545,0,339,136
903,585,0,700,90
904,476,19,138,36
905,508,5,930,844
906,956,19,176,171
907,694,1,698,568
908,250,6,806,354
909,290,16,377,211
910,871,19,310,75
911,982,8,151,123
912,165,2,370,12
913,245,5,387,102
914,835,15,170,72
915,774,8,89,31
916,807,15,445,372
917,368,0,726,706
918,27,6,484,220
919,560,12,960,673
920,762,3,276,15
921,918,10,352,70
922,617,14,738,253
923,734,10,953,453
924,385,4,958,143
925,786,11,208,17
926,761,12,306,187
927,426,0,243,156
928,813,12,786,499
929,470,12,516,459
930,660,14,268,172
931,959,14,629,462
932,531,11,543,454
933,484,9,67,5
934,68,6,421,57
935,600,17,85,41
936,892,2,370,137
937,374,15,1036,612
938,278,19,940,619
939,936,0,58,5
940,754,17,147,91
941,824,2,877,570
942,642,13,896,861
943,207,9,266,169
944,393,16,559,230
945,844,3,956,760
946,236,19,254,36
947,370,1,956,343
948,890,17,710,520
949,61,7,408,131
950,566,10,223,121
951,858,11,294,242
952,881,4,181,74
953,500,17,695,120
954,578,16,615,545
955,283,19,870,720
956,336,8,204,5
957,12,7,481,336
958,787,16,878,463
959,278,12,748,67
960,656,12,672,49
961,673,16,650,409
962,908,11,793,455
963,558,9,742,689
964,6,3,313,272
965,755,2,371,258
966,23,14,617,496
967,46,14,705,659
968,34,17,333,17
969,295,5,689,385
970,422,0,914,698
971,232,16,877,796
972,32,4,729,31
973,454,5,251,39
974,788,3,668,221
975,358,16,825,367
976,387,11,774,112
977,954,19,351,65
978,107,15,501,59
979,988,10,82,26
980,428,15,201,178
981,272,3,373,23
982,975,4,196,25
983,371,18,279,168
984,303,1,257,89
985,592,18,169,113
986,33,19,158,46
987,55,13,311,4
988,669,10,620,223
989,429,16,396,323
990,852,9,843,480
991,857,8,584,227
992,802,5,513,112
993,362,18,227,138
994,579,9,314,31
995,124,16,776,113
996,471,19,734,350
997,914,12,221,202
998,143,5,183,126
999,442,15,735,268
1000,23,1,866,214
1001,254,15,136,69
1002,812,13,539,195
1003,671,4,523,35
1004,373,3,83,65
1005,762,16,387,0
1006,996,10,723,568
1007,812,2,433,127
1008,212,6,784,426
1009,591,14,661,657
1010,569,11,935,165
1011,189,3,450,254
1012,221,18,263,191
1013,697,11,852,146
1014,735,10,115,38
1015,139,6,314,187
1016,43,16,727,60
1017,866,18,54,17
1018,511,6,144,43
1019,929,8,921,736
1020,41,11,639,337
1021,212,1,274,227
1022,628,14,92,21
1023,938,6,1030,706
1024,785,6,132,42
1025,810,4,390,114
1026,992,4,732,664
1027,263,3,358,209
1028,582,0,933,15
1029,670,6,569,120
1030,14,9,432,365
